Tip,Author,Last Sent,Category
Extracting data from PDF graphics with #rstats. Vector Image Processing http://web.warwick.ac.uk/statsdept/user-2011/TalkSlides/Contributed/18Aug_1400_KaleidIIIb_2-Murrell.pdf (PDF),David Smith,2018-03-29T00:00:00Z,graphics
"Print a human-readable version of a matrix: write.table(format(X), row.names=F, col.names=F, quote=F) #rstats https://www.rdocumentation.org/packages/utils/versions/3.4.3/topics/write.table",David Smith,2018-03-30T00:00:00Z,base
"Want to pass a whole bunch of arguments to a function, but need to wrangle them in code? Use do.call https://www.rdocumentation.org/packages/base/versions/3.4.3/topics/do.call #rstats",David Smith,2018-04-02T00:00:00Z,base
Convert character strings to their all-lower-case equivalents with tolower https://www.rdocumentation.org/packages/base/versions/3.4.3/topics/chartr #rstats,David Smith,2018-04-03T00:00:00Z,base
R extension for Visual Studio @code https://marketplace.visualstudio.com/items?itemName=Ikuyadeu.r #rstats,David Smith,2018-04-04T00:00:00Z,Microsoft
"The paste0 function concatenates strings back-to-back, without any separating characters https://www.rdocumentation.org/packages/base/versions/3.3.1/topics/paste #rstats",David Smith,2018-04-05T00:00:00Z,base
#rstats Try data.table as a substitute for data frames when working with big data https://github.com/Rdatatable/data.table/wiki,JBR,2018-04-06T00:00:00Z,packages
"Use head() to quickly check the first few rows/elements of a large data frame, vector, list, etc.  #rstats https://www.rdocumentation.org/packages/utils/versions/3.4.3/topics/head",David Smith,2018-04-09T00:00:00Z,base
"Normalize accented words to their plain ASCII equivalents with the stringi package: stri_trans_general(""Lützowstraße"",""latin-ascii"") becomes Lutzowstrasse https://www.rdocumentation.org/packages/stringi/versions/1.1.6/topics/stri_trans_general #rstats",David Smith,2018-04-10T00:00:00Z,packages
"SQL Server R tutorials: Data science deep dive, and in-database R https://cda.ms/pq #rstats",David Smith,2018-04-11T00:00:00Z,Microsoft
Can't find a package binary on CRAN? Check its build status on all platforms here: https://cran.r-project.org/web/checks/check_summary_by_package.html#summary_by_package #rstats,@PairachChamp,2018-04-12T00:00:00Z,packages
"Many functions, like ""plot"", are generic. Use methods(plot) to see all the object types that can be visualized https://www.rdocumentation.org/packages/utils/versions/3.4.3/topics/methods #rstats",Joseph Rickert,2018-04-13T00:00:00Z,base
Use textConnection() to import data that's already stored in an R character object (rather than a file): https://www.rdocumentation.org/packages/base/versions/3.4.3/topics/textConnection #rstats,David Smith,2018-04-16T00:00:00Z,base
"Use the ""beep"" function (in the beepr package) to make R play a sound when a long computation finishes https://www.rdocumentation.org/packages/beepr/versions/1.2/topics/beep #rstats",David Smith,2018-04-17T00:00:00Z,packages
How to launch a container with R using Azure Container Instances http://blog.revolutionanalytics.com/2018/03/r-and-docker.html #rstats,David Smith,2018-04-18T00:00:00Z,Microsoft
The arrow assignment operator works in both directions. This is valid #rstats syntax: x <- value -> y,David Smith,2018-04-19T00:00:00Z,base
"format(x, scientific=TRUE) prints numeric data in exponential format, so 0.0001 prints as 1e-04 https://www.rdocumentation.org/packages/base/versions/3.4.3/topics/format #rstats",David Smith,2018-04-20T00:00:00Z,base
"An overview of R formulas for statistical models, from the National Park Service https://science.nature.nps.gov/im/datamgmt/statistics/r/formulas/ #rstats",JBR,2018-04-23T00:00:00Z,statistics
"Download R from (and set your CRAN mirror to) https://cloud.r-project.org. It automatically chooses a fast, nearby mirror for you. #rstats",David Smith,2018-04-24T00:00:00Z,community
"A free, 80-page excerpt of the book ""R for SAS and SPSS"" users , by @BobMuenchen http://r4stats.com/books/free-version/ #rstats",David Smith,2018-04-25T00:00:00Z,books
Package TTR contains EMA() (exponential moving average) and 8 other moving average functions https://mran.microsoft.com/package/TTR #rstats,JBR,2018-04-26T00:00:00Z,statistics
"In a ""for"" loop — for(var in seq) expr — seq can be *any* vector. e.g. seq <- c(100,12,1000)  https://www.rdocumentation.org/packages/base/versions/3.5.0/topics/Control #rstats",JBR,2018-04-27T00:00:00Z,base
You can use the Rcpp package to convert simple R loops into fast C++ code: http://dirk.eddelbuettel.com/code/rcpp.html #rstats,David Smith,2018-04-30T00:00:00Z,package
"Forgot to save the output from the last R command? Retrieve it with 
v <- .Last.value
https://www.rdocumentation.org/packages/base/versions/3.5.0/topics/Last.value #rstats",David Smith,2018-05-01T00:00:00Z,base
Microsoft R Open links #rstats with multi-threaded libraries for faster performance: https://mran.microsoft.com/documents/rro/multithread,David Smith,2018-05-02T00:00:00Z,Microsoft
Use the ratelimitr package on CRAN to slow down requests to rate-limited APIs: https://github.com/tarakc02/ratelimitr #rstats,David Smith,2018-05-03T00:00:00Z,package
"Get the set of distinct values in a vector, x, with unique(x) #rstats https://www.rdocumentation.org/packages/base/versions/3.5.0/topics/unique",JBR / Andrie,2018-05-04T00:00:00Z,base
"match(x,y) returns a vector of the positions of 1st matches of x in y: https://www.rdocumentation.org/packages/base/versions/3.5.0/topics/match #rstats",John D Cook,2018-05-07T00:00:00Z,base
An overview of the new ALTREP representation of objects in R 3.5.0 and later #rstats https://svn.r-project.org/R/branches/ALTREP/ALTREP.html,David Smith,2018-05-08T00:00:00Z,base
"By launching the RStudio Server service on the Ubuntu Data Science Virtual Machine, you can log in and access R and the terminal from your browser https://cda.ms/s0 #rstats",David Smith,2018-05-09T00:00:00Z,Microsoft
"Benchmark how long it takes R code to run with system.time({ expr }). The ""elapsed"" value is usually the most relevant. https://www.rdocumentation.org/packages/base/versions/3.5.0/topics/system.time",David Smith,2018-05-10T00:00:00Z,performance
"In R scripts, use invisible() to prevent functions from generating unwanted output: http://www.rdocumentation.org/packages/base/versions/3.3.1/topics/invisible #rstats",David Smith,2018-05-11T00:00:00Z,tip
Create perceptive color-blind-safe scales for heatmap charts with the viridis package https://mran.microsoft.com/package/viridis/ #rstats,David Smith,2018-05-14T00:00:00Z,graphics
Posting guide for the official R mailing lists: How to ask good questions that prompt useful answers https://www.r-project.org/posting-guide.html #rstats,David Smith,2018-05-15T00:00:00Z,community
How to add interactive R-based visualizations to Power BI https://cda.ms/t5 #rstats,David Smith,2018-05-16T00:00:00Z,Microsoft
You can create a local library by setting R_LIBS_USER in your .Renviron configuration file https://www.rdocumentation.org/packages/base/versions/3.5.0/topics/libPaths #rstats,John D Cook,2018-05-17T00:00:00Z,base
"Find out what files are in your working directory with dir(), also list.files() https://www.rdocumentation.org/packages/base/versions/3.5.0/topics/list.files #rstats",Seth Mottaghi,2018-05-18T00:00:00Z,base
"Object names in R usually contain letters, numbers, periods and underscores, but other names are possible: https://cran.r-project.org/doc/FAQ/R-FAQ.html#What-are-valid-names_003f #rstats",David Smith,2018-05-21T00:00:00Z,syntax
List of R packages for data access and scientific analysis developed by @ROpenSci https://ropensci.org/packages #rstats,David Smith,2018-05-22T00:00:00Z,packages
Use the SASxport package to read/write data in the XPORT file format (req by FDA for clinical submissions) https://mran.microsoft.com/package/SASxport/ #rstats,David Smith,2018-05-23T00:00:00Z,packages
Publish R functions to the cloud as a Web service with the AzureML package https://mran.microsoft.com/web/packages/AzureML/vignettes/getting_started.html #rstats,David Smith,2018-05-24T00:00:00Z,Microsoft
Get the current date with Sys.Date() and the time with Sys.time() #rstats https://www.rdocumentation.org/packages/base/versions/3.5.0/topics/Sys.time,JBR,2018-05-25T00:00:00Z,base
Syntax for mathematical annotation in R: https://www.rdocumentation.org/packages/grDevices/versions/3.5.0/topics/plotmath #rstats,JBR,2018-05-28T00:00:00Z,graphics
Use unlist() to flatten out a list of lists into a single vector: https://www.rdocumentation.org/packages/base/versions/3.5.0/topics/unlist #rstats,Joseph Rickert,2018-05-29T00:00:00Z,base
"You can use hexadecimal numbers in R by starting with 0x, eg 0xDEADBEEF https://www.rdocumentation.org/packages/base/versions/3.5.0/topics/NumericConstants #rstats",David Smith,2018-05-30T00:00:00Z,base
"auto.arima() {forecast} will return the best ARIMA fit to a time series using the AIC, AICc or BIC criterion http://www.rdocumentation.org/packages/forecast/versions/8.3/topics/auto.arima #rstats",JBR,2018-05-31T00:00:00Z,statistics
Convenience features of the fread function in the data.table package for reading small and large data sets into R https://github.com/Rdatatable/data.table/wiki/Convenience-features-of-fread #rstats,David Smith,2018-06-01T00:00:00Z,packages
"Calculate the differences between every nth value of a vector x with diff(x,n) https://www.rdocumentation.org/packages/base/versions/3.5.0/topics/diff #rstats",JBR,2018-06-04T00:00:00Z,base
"When reading data from files, R will accept ""infinity"", ""inf"" and ""nan"" as a valid numeric values https://www.rdocumentation.org/packages/base/versions/3.5.0/topics/NumericConstants",David Smith,2018-06-05T00:00:00Z,base
The @Rstudio cheat sheet for data visualization with ggplot2 (PDF): https://github.com/rstudio/cheatsheets/raw/master/data-visualization-2.1.pdf #rstats,David Smith,2018-06-06T00:00:00Z,graphics
"To speed up your R code, use Rprof() to turn on profiling, and summaryRprof() to find the slow parts: https://www.rdocumentation.org/packages/utils/versions/3.5.0/topics/summaryRprof #rstats",David Smith,2018-06-07T00:00:00Z,tips
CrossTable() in {gmodels} produces crosstabulations modeled after SAS's PROC FREQ https://www.rdocumentation.org/packages/gmodels/versions/2.16.2/topics/CrossTable #rstats,JBR,2018-06-08T00:00:00Z,reporting
"Explanations of lexical scope, function closures and environments in R: https://darrenjw.wordpress.com/2011/11/23/lexical-scope-and-function-closures-in-r/ #rstats",@erwtokritos,2018-06-11T00:00:00Z,base
"A list of over 1,000 datasets available in R packages, curated by @VincentAB (via @mf_viz) https://vincentarelbundock.github.io/Rdatasets/datasets.html #rstats",David Smith,2018-06-12T00:00:00Z,datasets
na.omit(df) returns all rows of a data frame except those containing any missing values https://www.rdocumentation.org/packages/stats/versions/3.5.0/topics/na.fail #rstats,Joseph Rickert,2018-06-13T00:00:00Z,base
"seq(n1,n2,m) will generate a sequence of numbers from n1 to n2 counting by m https://www.rdocumentation.org/packages/base/versions/3.5.0/topics/seq #stats",JBR,2018-06-14T00:00:00Z,base
The number of people you need to gather for a 95% probability of at least one shared birthday: qbirthday(0.95) https://www.rdocumentation.org/packages/stats/versions/3.5.0/topics/birthday #rstats,David Smith,2018-06-15T00:00:00Z,statistics
"An online Introduction to R with some R history, linear models, glm and more #rstats http://data.princeton.edu/R/default.html",JBR,2018-06-18T00:00:00Z,tutorial
if(isTRUE(condition)) may be preferable to if(condition) http://www.win-vector.com/blog/2018/06/r-tip-use-istrue/ #rstats,David Smith,2018-06-19T00:00:00Z,tip
"You can call any R operator as a function. For example, x + y can be written as `+`(x, y) https://cran.r-project.org/doc/manuals/r-release/R-lang.html#Operators",David Smith,2018-06-20T00:00:00Z,syntax
"Format numbers ""v"" as currency, like $2,101,944: gsub(""^ *"",""$"",prettyNum(v, big.mark="","")) https://www.rdocumentation.org/packages/base/versions/3.5.0/topics/formatC #rstats",David Smith,2018-06-21T00:00:00Z,reporting
Run an R script from the command line in batch mode with R CMD BATCH: https://www.rdocumentation.org/packages/utils/versions/3.5.0/topics/BATCH #rstats,David Smith,2018-06-22T00:00:00Z,system
"For rpart classification trees, residuals(fit,type=""deviance"") returns the deviance residuals https://www.rdocumentation.org/packages/rpart/versions/4.1-13/topics/residuals.rpart #rstats",JBR,2018-06-25T00:00:00Z,statistics
Tutorials on various machine learning and statistical forecasting techniques in the @UC_Rstats Business Analytics R Programming Guide http://uc-r.github.io/ #rstats,David Smith,2018-06-26T00:00:00Z,tutorial
ESS (Emacs Speaks Statistics) is a popular add-on for working with R inside Emacs http://ess.r-project.org/ #rstats,John D Cook,2018-06-27T00:00:00Z,ecosystem
Meet other R users at a local R user group in your area: https://jumpingrivers.github.io/meetingsR/r-user-groups.html #rstats,David Smith,2018-06-28T00:00:00Z,community
"SQL Server 2017 Machine Learning Services with R, an e-book by @tomaz_tsql and @MsSQLGirl by https://www.packtpub.com/big-data-and-business-intelligence/sql-server-2017-machine-learning-services-r #rstats",David Smith,2018-06-29T00:00:00Z,books
"Display information about your R session including R version, platform and attached packages with sessionInfo() #rstats",Seth Mottaghi,2018-07-02T00:00:00Z,base
Extract data from tables in PDF documents with the pdftools package http://www.brodrigues.co/blog/2018-06-10-scraping_pdfs/ #rstats,David Smith,2018-07-03T00:00:00Z,packages
Draw a map of the United States: library(maps); map('usa') #rstats https://www.rdocumentation.org/packages/maps/versions/3.3.0/topics/usa,David Smith,2018-07-04T00:00:00Z,holiday
Free self-paced edX course: Analyzing Big Data with Microsoft R Server https://www.edx.org/course/analyzing-big-data-microsoft-r-server-microsoft-dat213x#! #rstats,David Smith,2018-07-05T00:00:00Z,Microsoft
"Efficiency tip: When selecting from a data frame, df$a[1] is much faster than df[1,""a""] #rstats https://cran.r-project.org/doc/manuals/r-release/R-lang.html#Indexing-by-vectors #rstats",David Smith,2018-07-06T00:00:00Z,performance
Side by side comparisons of analysis tasks done in SAS and R: http://sas-and-r.blogspot.com/ #rstats,David Smith,2018-07-09T00:00:00Z,ecosystem
"You can define your own operators in R #rstats. Example (via @neuwirthe):

`%divisible_by%` <- function(x,y) x %% y == 0

6 %divisible_by% 3
6 %divisible_by% 4",David Smith,2018-07-10T00:00:00Z,syntax
A %x% B calculates the kronecker product of matrices A and B http://www.rdocumentation.org/packages/base/versions/3.3.1/topics/kronecker #rstats,David Smith,2018-07-11T00:00:00Z,base
Over 750 people who blog about R http://www.r-bloggers.com/ #rstats,John D Cook,2018-07-12T00:00:00Z,community
"tapply(x, groups) applies a function to each non-empty group in a ""ragged"" array. Example: http://www.endmemo.com/program/R/tapply.php #rstats",JBR,2018-07-13T00:00:00Z,base
Comparing floating-point numbers with == is unwise. Use all.equal to avoid errors from rounding: https://www.rdocumentation.org/packages/base/versions/3.5.0/topics/all.equal #rstats,JBR,2018-07-16T00:00:00Z,base
Use sample_n (in the dplyr package) to select random rows from a data frame or tbl https://www.rdocumentation.org/packages/dplyr/versions/0.7.6/topics/sample #rstats,David Smith,2018-07-17T00:00:00Z,packages
"The Data Science Virtual Machine is an Azure instance preinstalled with Microsoft R, Rstudio, Rattle, Tensorflow and more: https://cda.ms/zd #rstats",David Smith,2018-07-18T00:00:00Z,Microsoft
alias(lm_object) will find linearly dependent terms in analysis of variance models https://www.rdocumentation.org/packages/stats/versions/3.5.1/topics/alias #rstats,JBR,2018-07-19T00:00:00Z,statistics
"Use 'substitute' to include the variable's name in a plot title, e.g.: hist(var,main=substitute(paste(""Dist of "", var))) https://www.rdocumentation.org/packages/base/versions/3.5.1/topics/substitute #rstats",JBR,2018-07-20T00:00:00Z,graphics
"Use ""deriv"" to create a function that returns the derivative and hessian of an algebraic expression: https://www.rdocumentation.org/packages/stats/versions/3.5.1/topics/deriv #rstats",David Smith,2018-07-23T00:00:00Z,base
Use str(obj) to display the components of any object in human-readable format https://www.rdocumentation.org/packages/utils/versions/3.3.1/topics/str #rstats,David Smith,2018-07-24T00:00:00Z,base
How to use R to create custom visualizations in Power BI Service https://cda.ms/zk #rstats,David Smith,2018-07-25T00:00:00Z,Microsoft
"Handling Strings with R, a free e-book: http://www.gastonsanchez.com/r4strings/index.html #rstats",David Smith,2018-07-26T00:00:00Z,books
deviance(fit) returns the deviance of a fitted model object https://www.rdocumentation.org/packages/stats/versions/3.5.1/topics/deviance #rstats,JBR,2018-07-27T00:00:00Z,statistics
List of R packages for the analysis of medical images: https://cran.r-project.org/web/views/MedicalImaging.html #rstats,David Smith,2018-07-30T00:00:00Z,Task View
"""Learning Statistics with R"", course notes for teaching R to Psychology students by @djnavarro http://compcogscisydney.org/learning-statistics-with-r/ #rstats",David Smith,2018-07-31T00:00:00Z,tutorial
"Open data sets, curated by Microsoft Research for computer vision, NLP and scientific analysis, available for download from https://msropendata.com/ #rstats",David Smith,2018-08-01T00:00:00Z,Microsoft
"Watch the keynotes, talks and tutorials from the user!2018 conference (courtesy @RConsortium) https://www.youtube.com/channel/UC_R5smHVXRYGhZYDJsnXTwg/videos #rstats",David Smith,2018-08-02T00:00:00Z,community
"If two packages define functions with the same name, use :: to call the one you want: https://stackoverflow.com/questions/39137110/what-does-the-following-object-is-masked-from-packagexxx-mean #rstats",David Smith,2018-08-03T00:00:00Z,syntax
"Print numbers as currency in a 6-character wide field: sprintf(""$%6.2f"",mean(LifeCycleSavings$sr))",David Smith,2018-08-06T00:00:00Z,base
Count the number of rows in a data frame that have missing values with sum(!complete.cases(dF)) https://www.rdocumentation.org/packages/stats/versions/3.5.1/topics/complete.cases #rstats,JBR,2018-08-07T00:00:00Z,tips
How to use R packages with the online Power BI service https://cda.ms/zj #rstats,David Smith,2018-08-08T00:00:00Z,Microsoft
Compute a kernel density estimate of a variable's distribution with density(x) https://www.rdocumentation.org/packages/stats/versions/3.5.1/topics/density #rstats,JBR,2018-08-09T00:00:00Z,statistics
Use apropos() to find a function or variable when you can only remember part of its name https://www.rdocumentation.org/packages/utils/versions/3.5.1/topics/apropos #rstats,JBR,2018-08-10T00:00:00Z,help
The list of R operators: https://cran.r-project.org/doc/manuals/r-release/R-lang.html#Operators #rstats,JBR,2018-08-13T00:00:00Z,syntax
"Useful operator from the rlang package: a %||% b %||% c returns the first of the objects a, b, c that is not NULL https://www.rdocumentation.org/packages/rlang #rstats",David Smith,2018-08-14T00:00:00Z,packages
Tutorial: Learn in-database analytics using R in SQL Server https://docs.microsoft.com/en-us/sql/advanced-analytics/tutorials/sqldev-in-database-r-for-sql-developers?view=sql-server-2017&WT.mc_id=RLangTip-twitter-davidsmi #rstats,David Smith,2018-08-15T00:00:00Z,Microsoft
Advanced documentation on how S4 methods work in R https://www.rdocumentation.org/packages/methods/versions/3.5.1/topics/Methods_Details #rstats,David Smith,2018-08-16T00:00:00Z,base
"Use the lubridate package to easily manipulate dates, times and time zones https://cran.r-project.org/web/packages/lubridate/vignettes/lubridate.html #rstats",David Smith,2018-08-17T00:00:00Z,package
"Use the xtable package to convert a table or matrix to HTML: print(xtable(X), type=""html"") https://www.rdocumentation.org/packages/xtable #rstats",David Smith,2018-08-20T00:00:00Z,package
"A list of companies, officials and NGOs using R, curated by @jumpingrivers https://github.com/ThinkR-open/companies-using-r/blob/master/README.md #rstats",David Smith,2018-08-22T00:00:00Z,community
"Get the upper triangular elements of a matrix: M[upper.tri(M,diag=TRUE)] https://www.rdocumentation.org/packages/base/versions/3.5.1/topics/lower.tri #rstats",JBR,2018-08-23T00:00:00Z,base
Need to put R output in a book or paper? Use options(width=60) to limit output to a narrow column. https://www.rdocumentation.org/packages/base/versions/3.5.1/topics/options #rstats,David Smith,2018-08-24T00:00:00Z,reporting
"In base graphics, change the direction of plot axis labels with las.  
  plot(x,y,las=2)  
makes all labels perpendicular to the axis #rstats https://www.rdocumentation.org/packages/graphics/versions/3.4.0/topics/par",Joseph Rickert,2018-08-27T00:00:00Z,graphics
"How to install R with multi-core acceleration, RStudio and tidyverse on Windows, Mac and Ubuntu https://www.datacamp.com/community/tutorials/installing-R-windows-mac-ubuntu #rstats",David Smith,2018-08-28T00:00:00Z,installation
"Installing R Packages in SQL Server ML Services, a tutorial series by @nielsberglund http://www.nielsberglund.com/2018/06/23/installing-r-packages-in-sql-server-machine-learning-services---i/ #rstats",David Smith,2018-08-29T00:00:00Z,Microsoft
"Review and update selected packages to the latest version: update.packages(ask=""graphics"")  #rstats",David Smith,2018-08-30T00:00:00Z,package
Five ways to subscript data in R http://www.johndcook.com/blog/2008/10/23/five-kinds-of-r-language-subscripts/ #rstats,John D Cook,2018-08-31T00:00:00Z,base
"To tell what version of package foo you're running, you can call packageDescription(""pkgname"")$Version #rstats https://www.rdocumentation.org/packages/utils/versions/3.5.1/topics/packageDescription",John D Cook,2018-09-01T00:00:00Z,base
List of R functions and packages related to internet technologies and services https://cran.r-project.org/web/views/WebTechnologies.html #rstats,David Smith,2018-09-03T00:00:00Z,Task View
"Time how long your R code takes to run: 

tic <- print(Sys.time()) 
##
## R code goes here
##
toc <- print(Sys.time()) 
print(toc-tic)",David Smith,2018-09-04T00:00:00Z,tips
Tutorial: Use RevoScaleR R functions with SQL Server data https://docs.microsoft.com/en-us/sql/advanced-analytics/tutorials/deepdive-data-science-deep-dive-using-the-revoscaler-packages?view=sql-server-2017&WT.mc_id=RLangTip-twitter-davidsmi,David Smith,2018-09-05T00:00:00Z,Microsoft
"Packages for importing financial, sports and weather data into R https://www.computerworld.com/article/3109890/data-analytics/these-r-packages-import-sports-weather-stock-data-and-more.html #rstats",David Smith,2018-09-06T00:00:00Z,packages
"Search R-help mailing list archives, help pages, vignettes and task views with RSiteSearch(""keyword"") https://www.rdocumentation.org/packages/utils/versions/3.5.1/topics/RSiteSearch #rstats",David Smith,2018-09-07T00:00:00Z,help
Run-length encoding: count the number of times sequential repeats appear with rle(x) #rstats https://www.rdocumentation.org/packages/base/versions/3.5.1/topics/rle,@nimrodpriell,2018-09-10T00:00:00Z,base
"Export a data frame to Excel with the writexl package: write_xlsx(mydata, ""mydata.xlsx"") https://www.rdocumentation.org/packages/writexl #rstats",David Smith,2018-09-11T00:00:00Z,packages
"To get the very latest versions of R packages with Microsoft R Open, run chooseCRANmirror() before calling install.packages #rstats",David Smith,2018-09-12T00:00:00Z,Microsoft
inSide() {mgcv} may help you determine if points are inside a boundary. https://www.rdocumentation.org/packages/mgcv/versions/1.8-24/topics/inSide #rstats,JBR,2018-09-13T00:00:00Z,packages
Add a zero imaginary part to a number for complex arguments. sqrt(-1) returns NaN; sqrt(-1+0i) returns 1i #rstats,John D Cook,2018-09-14T00:00:00Z,base
The arules package provides functions for mining itemsets and discovering association rules https://www.rdocumentation.org/packages/arules #rstats,JBR,2018-09-17T00:00:00Z,statistics
"Use the ""shiny"" package to easily create web-based applications with R. Get started with video and written tutorials at https://shiny.rstudio.com/tutorial/ #rstats",David Smith,2018-09-18T00:00:00Z,packages
How to publish R functions as Web services with Microsoft ML Server https://docs.microsoft.com/machine-learning-server/operationalize/how-to-deploy-web-service-publish-manage-in-r?WT.mc_id=RLangTip-twitter-davidsmi #rstats,David Smith,2018-09-19T00:00:00Z,Microsoft
Guide to density estimation in R from Deng and Wickham http://vita.had.co.nz/papers/density-estimation.pdf #rstats,JBR,2018-09-20T00:00:00Z,statistics
"A list of free courses, books, tutorials and cheat sheets for R https://paulvanderlaken.com/2017/08/10/r-resources-cheatsheets-tutorials-books/ #rstats",David Smith,2018-09-20T00:00:00Z,tutorial
Show a progress bar for in R console only when running interactively: if(interactive) {pb <- txtProgressBar(…)} https://www.rdocumentation.org/packages/utils/versions/3.5.1/topics/txtProgressBar #rstats,David Smith,2018-09-21T00:00:00Z,tips
"options(stringsAsFactors=FALSE) forces R to import character data as character objects, but avoid the temptation to add it to your .Rprofile file: your code may not work for others if you do #rstats",David Smith,2018-09-24T00:00:00Z,gotchas
"Basic R syntax gotchas, from aRrgh: a newcomer’s (angry) guide to R http://arrgh.tim-smith.us/syntax.html #rstats",David Smith,2018-09-25T00:00:00Z,gotchas
"R developer's guide to Azure, documentation for Azure services supporting R https://docs.microsoft.com/azure/machine-learning/r-developers-guide?WT.mc_id=rlangtip-twitter-davidsmi #rstats",David Smith,2018-09-26T00:00:00Z,Microsoft
"How to include non-standard fonts (Chinese, Cyrillic, CM Math etc) in PDF/Postscript charts: https://cran.r-project.org/doc/Rnews/Rnews_2006-2.pdf (p41) #rstats",David Smith,2018-09-27T00:00:00Z,R Journal
Got time to kill waiting for an R computation? Play games like Tetris and Pacman in RStudio with Rcade https://github.com/RLesur/Rcade #rstats,David Smith,2018-09-28T00:00:00Z,packages
"The behaviour of diag() depends on the length of its argument: diag(5) constructs the 5x5 identity matrix, but diag(1:5) places 1:5 on the diagonal https://www.rdocumentation.org/packages/base/versions/3.5.1/topics/diag #rstats",David Smith,2018-10-01T00:00:00Z,gotchas
Use the gganimate package to create smooth animations with ggplot2 https://github.com/thomasp85/gganimate #rstats,David Smith,2018-10-02T00:00:00Z,graphics
"How to call R functions via a RESTful API, at scale, with Microsoft ML Server https://docs.microsoft.com/machine-learning-server/operationalize/how-to-consume-web-service-interact-in-r?WT.mc_id=RLangTip-twitter-davidsmi #rstats",David Smith,2018-10-03T00:00:00Z,Microsoft
"List of 100+ probability distributions (densities, quantiles, simulation) supported in R: https://cran.r-project.org/web/views/Distributions.html #rstats",David Smith,2018-10-04T00:00:00Z,statistics
"Train support vector machines with the ""svm"" function from the e1071 package: https://www.rdocumentation.org/packages/e1071/versions/1.7-0/topics/svm #rstats",David Smith,2018-10-05T00:00:00Z,statistics
"Use xtabs(formula,data) {stats} to create a contingency table from cross-classifying factors https://www.rdocumentation.org/packages/stats/versions/3.5.1/topics/xtabs #rstats",JBR,2018-10-08T00:00:00Z,base
List of R packages and functions for high-performance and parallel computing with R: https://cran.r-project.org/web/views/HighPerformanceComputing.html #rstats,David Smith,2018-10-09T00:00:00Z,package
Online Pluralsight course presented by @_StaciaV_: Getting Started with R in the Microsoft Data Platform https://www.pluralsight.com/courses/microsoft-data-platform-get-started-with-r #rstats,David Smith,2018-10-10T00:00:00Z,courses
"Use a vector second argument to rep() to replicate *within* a vector. Example: rep(1:3, 1:3) returns c(1,2,2,3,3,3) https://www.rdocumentation.org/packages/base/versions/3.5.1/topics/rep #rstats",David Smith,2018-10-11T00:00:00Z,base
"Type ?""?"" or ?Question at the command line to get help with help in R https://www.rdocumentation.org/packages/utils/versions/3.5.1/topics/Question #rstats",Andrie de Vries,2018-10-12T00:00:00Z,help
List of R packages and functions for Cluster Analysis & Finite Mixture Models: https://cran.r-project.org/web/views/Cluster.html #rstats,David Smith,2018-10-15T00:00:00Z,Task View
anova(model) will compute and print Analysis of Variance tables for models fitted with lm() and glm(). #rstats https://www.rdocumentation.org/packages/stats/versions/3.5.1/topics/anova,JBR,2018-10-16T00:00:00Z,statistics
How to manage R packages in Microsoft ML Server https://docs.microsoft.com/machine-learning-server/operationalize/configure-manage-r-packages?WT.mc_id=RLangTip-twitter-davidsmi #rstats,David Smith,2018-10-17T00:00:00Z,Microsoft
"Add row sums, column sums and grand total to a table with addmargins(my.table) #rstats htthttps://www.rdocumentation.org/packages/stats/versions/3.5.1/topics/addmargins",David Smith,2018-10-18T00:00:00Z,base
"If you are using R and think you're in hell, this is a map for you. ""The R Inferno"", a classic by @burnsstat: http://www.burns-stat.com/pages/Tutor/R_inferno.pdf #rstats",David Smith,2018-10-19T00:00:00Z,tutorial
Use the SAScii package to run an existing SAS script for importing ASCII data into R -- without needing SAS: https://www.rdocumentation.org/packages/SAScii/versions/1.0/topics/read.SAScii  #rstats,David Smith,2018-10-22T00:00:00Z,interfaces
"The R source code is made up of 32% C, 24% Fortran, and 37% R. You can find a read-only mirror of the sources on Github at https://github.com/wch/r-source #rstats",David Smith,2018-10-23T00:00:00Z,community
"RT @MikeKSmith Looking for older versions of R packages, but don’t want to have to compile from source? You need the MRAN TimeMachine: https://mran.microsoft.com/timemachine #rstats",@MikeKSmith,2018-10-24T00:00:00Z,Microsoft
Robust function writing tip: use seq_len(N) instead of 1:N (it handles the N<1 case appropriately) http://www.rdocumentation.org/packages/base/versions/3.3.1/topics/seq #rstats,David Smith,2018-10-25T00:00:00Z,base
"Use ""gnls"" in the nlme package to fit a nonlinear model using generalized least squares https://www.rdocumentation.org/packages/nlme/versions/3.1-137/topics/gnls #rstats",JBR,2018-10-26T00:00:00Z,statistics
rm(list=ls()) will remove almost everything from your working environment. Be careful! Be sure! https://www.rdocumentation.org/packages/base/versions/3.5.1/topics/remove #rstats,JBR,2018-10-29T00:00:00Z,base
"Get docker containers with specific versions of R, RStudio, tidyverse and more from the rocker project https://www.rocker-project.org/images/ #rstats",David Smith,2018-10-30T00:00:00Z,community
How to schedule R jobs as batch tasks with Microsoft ML Server https://docs.microsoft.com/machine-learning-server/operationalize/how-to-consume-web-service-asynchronously-batch?WT.mc_id=RLangTip-twitter-davidsmi #rstats,David Smith,2018-10-31T00:00:00Z,Microsoft
